,dcm_path,gt_path
0,"../DATA/CT_data_batch1/8/DICOM_anon/i0121,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_121.png
1,"../DATA/CT_data_batch1/8/DICOM_anon/i0021,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_021.png
2,../DATA/MR_data_batch1/19/T2SPIR/DICOM_anon/IMG-0024-00020.dcm,../DATA/MR_data_batch1/19/T2SPIR/Ground/liver_027.png
3,"../DATA/CT_data_batch1/1/DICOM_anon/i0058,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_058.png
4,"../DATA/CT_data_batch1/5/DICOM_anon/i0063,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_063.png
5,"../DATA/CT_data_batch1/2/DICOM_anon/i0032,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_032.png
6,"../DATA/CT_data_batch1/6/DICOM_anon/i0019,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_019.png
7,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00015.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_008.png
8,"../DATA/CT_data_batch1/18/DICOM_anon/i0029,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_029.png
9,"../DATA/CT_data_batch1/8/DICOM_anon/i0068,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_068.png
10,"../DATA/CT_data_batch1/10/DICOM_anon/i0061,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_061.png
11,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00025.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_001.png
12,"../DATA/CT_data_batch1/18/DICOM_anon/i0102,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_102.png
13,"../DATA/CT_data_batch1/1/DICOM_anon/i0057,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_057.png
14,"../DATA/CT_data_batch1/10/DICOM_anon/i0032,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_032.png
15,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00034.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_011.png
16,"../DATA/CT_data_batch1/14/DICOM_anon/i0090,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_090.png
17,../DATA/MR_data_batch1/19/T2SPIR/DICOM_anon/IMG-0024-00011.dcm,../DATA/MR_data_batch1/19/T2SPIR/Ground/liver_019.png
18,"../DATA/CT_data_batch1/16/DICOM_anon/i0049,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_049.png
19,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00023.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_022.png
20,../DATA/MR_data_batch1/2/T2SPIR/DICOM_anon/IMG-0007-00003.dcm,../DATA/MR_data_batch1/2/T2SPIR/Ground/liver_009.png
21,"../DATA/CT_data_batch1/10/DICOM_anon/i0008,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_008.png
22,"../DATA/CT_data_batch1/8/DICOM_anon/i0038,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_038.png
23,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00025.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_019.png
24,"../DATA/CT_data_batch1/8/DICOM_anon/i0058,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_058.png
25,"../DATA/CT_data_batch1/5/DICOM_anon/i0001,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_001.png
26,"../DATA/CT_data_batch1/6/DICOM_anon/i0078,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_078.png
27,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00018.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_004.png
28,"../DATA/CT_data_batch1/18/DICOM_anon/i0077,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_077.png
29,../DATA/MR_data_batch1/3/T2SPIR/DICOM_anon/IMG-0002-00007.dcm,../DATA/MR_data_batch1/3/T2SPIR/Ground/liver_017.png
30,"../DATA/CT_data_batch1/10/DICOM_anon/i0056,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_056.png
31,"../DATA/CT_data_batch1/5/DICOM_anon/i0029,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_029.png
32,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00006.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_003.png
33,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00015.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_016.png
34,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00010.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_011.png
35,"../DATA/CT_data_batch1/8/DICOM_anon/i0060,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_060.png
36,"../DATA/CT_data_batch1/10/DICOM_anon/i0010,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_010.png
37,"../DATA/CT_data_batch1/19/DICOM_anon/i0045,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_045.png
38,"../DATA/CT_data_batch1/18/DICOM_anon/i0027,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_027.png
39,"../DATA/CT_data_batch1/19/DICOM_anon/i0049,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_049.png
40,"../DATA/CT_data_batch1/6/DICOM_anon/i0053,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_053.png
41,"../DATA/CT_data_batch1/10/DICOM_anon/i0042,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_042.png
42,../DATA/MR_data_batch1/19/T2SPIR/DICOM_anon/IMG-0024-00023.dcm,../DATA/MR_data_batch1/19/T2SPIR/Ground/liver_020.png
43,"../DATA/CT_data_batch1/5/DICOM_anon/i0062,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_062.png
44,../DATA/MR_data_batch1/3/T2SPIR/DICOM_anon/IMG-0002-00003.dcm,../DATA/MR_data_batch1/3/T2SPIR/Ground/liver_028.png
45,"../DATA/CT_data_batch1/10/DICOM_anon/i0055,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_055.png
46,"../DATA/CT_data_batch1/5/DICOM_anon/i0035,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_035.png
47,"../DATA/CT_data_batch1/8/DICOM_anon/i0034,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_034.png
48,"../DATA/CT_data_batch1/6/DICOM_anon/i0068,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_068.png
49,"../DATA/CT_data_batch1/10/DICOM_anon/i0063,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_063.png
50,"../DATA/CT_data_batch1/18/DICOM_anon/i0035,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_035.png
51,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00033.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_027.png
52,"../DATA/CT_data_batch1/6/DICOM_anon/i0021,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_021.png
53,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00002.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_016.png
54,"../DATA/CT_data_batch1/10/DICOM_anon/i0071,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_071.png
55,"../DATA/CT_data_batch1/1/DICOM_anon/i0060,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_060.png
56,"../DATA/CT_data_batch1/8/DICOM_anon/i0044,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_044.png
57,"../DATA/CT_data_batch1/8/DICOM_anon/i0076,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_076.png
58,"../DATA/CT_data_batch1/10/DICOM_anon/i0086,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_086.png
59,"../DATA/CT_data_batch1/2/DICOM_anon/i0014,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_014.png
60,"../DATA/CT_data_batch1/16/DICOM_anon/i0018,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_018.png
61,"../DATA/CT_data_batch1/6/DICOM_anon/i0006,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_006.png
62,"../DATA/CT_data_batch1/8/DICOM_anon/i0028,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_028.png
63,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00023.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_009.png
64,"../DATA/CT_data_batch1/6/DICOM_anon/i0048,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_048.png
65,"../DATA/CT_data_batch1/10/DICOM_anon/i0101,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_101.png
66,"../DATA/CT_data_batch1/1/DICOM_anon/i0012,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_012.png
67,"../DATA/CT_data_batch1/14/DICOM_anon/i0094,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_094.png
68,"../DATA/CT_data_batch1/16/DICOM_anon/i0060,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_060.png
69,"../DATA/CT_data_batch1/18/DICOM_anon/i0068,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_068.png
70,"../DATA/CT_data_batch1/18/DICOM_anon/i0019,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_019.png
71,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00026.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_027.png
72,../DATA/MR_data_batch1/8/T2SPIR/DICOM_anon/IMG-0031-00028.dcm,../DATA/MR_data_batch1/8/T2SPIR/Ground/liver_013.png
73,"../DATA/CT_data_batch1/10/DICOM_anon/i0028,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_028.png
74,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00009.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_013.png
75,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00020.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_012.png
76,../DATA/MR_data_batch1/8/T2SPIR/DICOM_anon/IMG-0031-00009.dcm,../DATA/MR_data_batch1/8/T2SPIR/Ground/liver_027.png
77,../DATA/MR_data_batch1/3/T2SPIR/DICOM_anon/IMG-0002-00004.dcm,../DATA/MR_data_batch1/3/T2SPIR/Ground/liver_016.png
78,"../DATA/CT_data_batch1/2/DICOM_anon/i0024,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_024.png
79,../DATA/MR_data_batch1/2/T2SPIR/DICOM_anon/IMG-0007-00022.dcm,../DATA/MR_data_batch1/2/T2SPIR/Ground/liver_016.png
80,"../DATA/CT_data_batch1/18/DICOM_anon/i0040,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_040.png
81,"../DATA/CT_data_batch1/14/DICOM_anon/i0009,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_009.png
82,"../DATA/CT_data_batch1/6/DICOM_anon/i0009,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_009.png
83,"../DATA/CT_data_batch1/14/DICOM_anon/i0058,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_058.png
84,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00035.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_026.png
85,"../DATA/CT_data_batch1/16/DICOM_anon/i0040,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_040.png
86,"../DATA/CT_data_batch1/16/DICOM_anon/i0056,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_056.png
87,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00021.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_009.png
